ObjectID,bponOntEquipId,bponOntSerialNumber,bponOntSubscriberId1,bponOntSubscriberLocId,ifAdminStatus,ifOperStatus
R1.S1.LT1.PON6.ONT41,     00000G240WF,ALCLB3D117F9,ADIDO3_PBO262-F4,22506500,up,down
R1.S1.LT1.PON7.ONT48,,ALCLB372B02B,,91948079,up,down
R1.S1.LT1.PON8.ONT47,     00000G240WF,ALCLB3BD426A,ADID03_PBO204-F7,22558064,up,down
R1.S1.LT1.PON13.ONT9,NOCLEICODEG240WA,ALCLF8714F9A,,WILDCARD,up,down
R1.S1.LT1.PON2.ONT42,     00000G240WF,ALCLB3BD3D94,ADID01_PBO13-F7,22558215,up,up
R1.S1.LT1.PON3.ONT45,NOCLEICODEG010GA,ALCLB135146A,,WILDCARD,up,up
R1.S1.LT1.PON5.ONT43,     00000G240WF,ALCLB3A5C4AB,,22251764,up,down
R1.S1.LT1.PON7.ONT49,,ALCLB372AF4B,,22258195,up,down
R1.S1.LT1.PON9.ONT47,     00000G240WF,ALCLB3A5CCC9,,22251404,up,down
R1.S1.LT1.PON14.ONT1,,ALCLF8714EBF,,WILDCARD,up,down
R1.S1.LT1.PON1.ONT40,     00000G240WF,ALCLB2F6B6D7,ADIDO1_PBO4-F1,22259574,up,up
R1.S1.LT1.PON3.ONT46,NOCLEICODEG010GA,ALCLB18A9564,ADIDO1_PBO17-F3,WILDCARD,up,up
R1.S1.LT1.PON4.ONT45,     00000G240WF,ALCLB3BD435A,ADI2_PBO25-F4,22253115,up,up
R1.S1.LT1.PON5.ONT44,     00000G240WF,ALCLB3A5C5E5,,22509323,up,up
R1.S1.LT1.PON8.ONT49,     00000G240WF,ALCLB3A5CDAD,,22513051,up,down
R1.S1.LT1.PON9.ONT48,     00000G240WF,ALCLB3A5C2A4,,22500226,up,up
R1.S1.LT1.PON14.ONT2,,ALCLF8715433,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT1,,ALCLF87154D9,PBOxx-Fx,22253842,up,down
R1.S1.LT1.PON4.ONT42,     00000G240WF,ALCLB3A5CE5E,,22502257,up,up
R1.S1.LT1.PON6.ONT40,     00000G240WF,ALCLB3CF040C,ADIDO3_PBO263-F8,22510282,up,up
R1.S1.LT1.PON10.ONT7,NOCLEICODEG240WA,ALCLF8716088,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT5,NOCLEICODEG240WA,ALCLF87171E6,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT8,NOCLEICODEG240WA,ALCLF8715498,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT9,,ALCLF8714DB4,,WILDCARD,up,down
R1.S1.LT1.PON2.ONT49,     00000G240WF,ALCLB3BD39FB,ADIDO1_PBO15-F8,22500390,up,up
R1.S1.LT1.PON3.ONT40,     00000G240WF,ALCLB3A5C72A,,22515805,up,down
R1.S1.LT1.PON10.ONT8,NOCLEICODEG240WA,ALCLF8716607,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT7,NOCLEICODEG240WA,ALCLF87150D2,,22257371,up,up
R1.S1.LT1.PON12.ONT6,NOCLEICODEG240WA,ALCLF871715E,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT5,,ALCLF8715496,,WILDCARD,up,down
R1.S1.LT1.PON3.ONT41,     00000G240WF,ALCLB3A5CD0B,,22503649,up,up
R1.S1.LT1.PON4.ONT44,     00000G240WF,ALCLB34599EE,,22506062,up,up
R1.S1.LT1.PON8.ONT48,,ALCLB3A5CD51,,22517037,up,down
R1.S1.LT1.PON10.ONT9,,ALCLF87159F9,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT7,,ALCLF87173C7,,WILDCARD,up,down
R1.S1.LT1.PON3.ONT42,     00000G240WF,ALCLB3A5CED1,,22502143,up,down
R1.S1.LT1.PON4.ONT41,,ALCLB3A5CCD7,,22502054,up,down
R1.S1.LT1.PON5.ONT40,     00000G240WF,ALCLB3A5CEDF,,22258181,up,up
R1.S1.LT1.PON11.ONT9,,ALCLF87150E1,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT8,NOCLEICODEG240WA,ALCLF871700D,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT7,     00000G240WF,ALCLB3A7CB4E,,22515049,up,up
R1.S1.LT1.PON2.ONT48,     00000G240WF,ALCLB3D1186D,ADIDO1_PBO09-F6,22506894,up,up
R1.S1.LT1.PON5.ONT49,     00000G240WF,ALCLB3BD3F37,ADIDO2_PBO37-F8,22558013,up,up
R1.S1.LT1.PON10.ONT3,NOCLEICODEG240WA,ALCLF87152F9,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT6,,ALCLF87152E1,,22502549,up,down
R1.S1.LT1.PON13.ONT4,,ALCLF871548C,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT7,,ALCLF87150CC,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT5,NOCLEICODEG240WA,ALCLF871548A,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT4,,ALCLF87154B9,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT3,NOCLEICODEG240WA,ALCLF8714EDA,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT8,,ALCLF87161D2,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT7,     00000G240WF,ALCLB3A7CBC0,,22257836,up,up
R1.S1.LT1.PON16.ONT6,,ALCLF87154A2,,WILDCARD,up,down
R1.S1.LT1.PON1.ONT47,     00000G240WF,ALCLB3CF0190,ADIDO1_PBO01-F6,22510800,up,up
R1.S1.LT1.PON4.ONT40,     00000G240WF,ALCLB3A5C558,,22251091,up,up
R1.S1.LT1.PON10.ONT5,,ALCLF8714FAA,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT8,,ALCLF8714F5F,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT3,,ALCLF87167D4,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT6,NOCLEICODEG240WA,ALCLF871549A,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT9,,ALCLF87159F2,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT7,,ALCLF8714E02,,WILDCARD,up,down
R1.S1.LT1.PON2.ONT47,     00000G240WF,ALCLB3BD3B71,ADIDO1_PB0009_F5,22255224,up,up
R1.S1.LT1.PON10.ONT6,     00000G240WF,ALCLB372A57D,,22508424,up,up
R1.S1.LT1.PON11.ONT5,NOCLEICODEG240WA,ALCLF87154CD,,WILDCARD,up,up
R1.S1.LT1.PON12.ONT4,NOCLEICODEG240WA,ALCLF8716C9D,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT3,NOCLEICODEG240WA,ALCLF87154C5,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT9,NOCLEICODEG240WA,ALCLF87167E5,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT8,,ALCLF87154A5,,WILDCARD,up,down
R1.S1.LT1.PON3.ONT47,     00000G240WF,ALCLB3BD4337,ADIDO1_PBO18-F8,22255334,up,up
R1.S1.LT1.PON14.ONT3,NOCLEICODEG240WA,ALCLF87161E5,,WILDCARD,up,up
R1.S1.LT1.PON15.ONT6,NOCLEICODEG240WA,ALCLF8715454,,WILDCARD,up,down
R1.S1.LT1.PON3.ONT48,     00000G240WF,ALCLB3BD3FFE,ADIDO1_PBO20-F6,22252370,up,up
R1.S1.LT1.PON4.ONT47,     00000G240WF,ALCLB3BD4009,ADIDO2_PBO29-F7,22504154,up,down
R1.S1.LT1.PON14.ONT4,NOCLEICODEG240WA,ALCLF87150A1,,WILDCARD,up,up
R1.S1.LT1.PON15.ONT3,NOCLEICODEG240WA,ALCLF8714F9C,,WILDCARD,up,up
R1.S1.LT1.PON3.ONT49,     00000G240WF,ALCLB2F6B028,ADIDO1-PBO23-F8,22510812,up,up
R1.S1.LT1.PON5.ONT47,     00000G240WF,ALCLB2F6B502,ADIDO2_PBO33-F7,22516698,up,down
R1.S1.LT1.PON11.ONT4,NOCLEICODEG240WA,ALCLF8715A01,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT5,,ALCLF8714DE4,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT8,NOCLEICODEG240WA,ALCLF8714E16,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT3,,ALCLF8714E15,,WILDCARD,up,down
R1.S1.LT1.PON4.ONT49,     00000G240WF,ALCLB2F6B152,ADIDO2_PBO25-F5,22509663,up,down
R1.S1.LT1.PON5.ONT48,     00000G240WF,ALCLB2F6B0DB,ADIDO2_PBO33-F8,22257715,up,up
R1.S1.LT1.PON14.ONT6,,ALCLF87167FF,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT5,     00000G240WF,ALCLB3A7CC99,,22256536,up,up
R1.S1.LT1.PON16.ONT4,NOCLEICODEG240WA,ALCLF871513F,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT34,     00000G240WF,ALCLB3A5C2B5,,22514534,up,down
R1.S1.LT1.PON9.ONT35,     00000G240WF,ALCLB3A5C55D,,22514208,up,up
R1.S1.LT1.PON4.ONT48,     00000G240WF,ALCLB2F6B973,ADID02_PBO29-F8,22558694,up,up
R1.S1.LT1.PON15.ONT4,NOCLEICODEG240WA,ALCLF8714DC2,,WILDCARD,up,down
R1.S1.LT1.PON7.ONT32,NOCLEICODEG240WA,ALCLF87161B0,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT35,NOCLEICODEG240WA,ALCLF87158AE,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT30,     00000G240WF,ALCLB3A7C9F4,,22259353,up,down
R1.S1.LT1.PON7.ONT33,NOCLEICODEG010GA,ALCLB18A94B8,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT32,NOCLEICODEG240WA,ALCLF8715538,,WILDCARD,up,up
R1.S1.LT1.PON9.ONT31,     00000G240WF,ALCLB3A7CE2F,,22500016,up,up
R1.S1.LT1.PON7.ONT34,NOCLEICODEG240WA,ALCLF87159F8,,WILDCARD,up,up
R1.S1.LT1.PON9.ONT32,     00000G240WF,ALCLB3A7CA4C,,22256107,up,up
R1.S1.LT1.PON7.ONT35,NOCLEICODEG240WA,ALCLF8715CC9,,WILDCARD,up,up
R1.S1.LT1.PON8.ONT34,NOCLEICODEG240WA,ALCLF87152BD,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT33,     00000G240WF,ALCLB372B1C4,,22258174,up,up
R1.S1.LT1.PON1.ONT34,     00000G240WF,ALCLB3BD3A2A,ADIDO1_PBO1-F3,22516211,up,up
R1.S1.LT1.PON8.ONT31,NOCLEICODEG240WA,ALCLF871703D,,WILDCARD,up,up
R1.S1.LT1.PON1.ONT35,     00000G240WF,ALCLB2F6B7E9,ADIDO1_PBO06-F5,22509066,up,down
R1.S1.LT1.PON2.ONT34,     00000G240WF,ALCLB2F6B2BF,ADIDO1_PBO11-F2,22253699,up,up
R1.S1.LT1.PON7.ONT30,,ALCLF871543B,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT33,NOCLEICODEG240WA,ALCLF8715442,,WILDCARD,up,up
R1.S1.LT1.PON7.ONT31,,ALCLF8715325,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT30,     00000G240WF,ALCLB37175F2,,WILDCARD,up,up
R1.S1.LT1.PON2.ONT55,     00000G240WF,ALCLB3D1239E,ADIDO1_PBO09-F1,22510061,up,up
R1.S1.LT1.PON2.ONT52,     00000G240WF,ALCLB3BD3A75,ADIDO1_PB014_F8,22254310,up,down
R1.S1.LT1.PON8.ONT51,     00000G240WF,ALCLB3BD4270,ADIDO_PBO204-F6,22255264,up,up
R1.S1.LT1.PON2.ONT54,     00000G240WF,ALCLB3CEFDBD,ADIDO1_PBO11-F5,22515972,up,up
R1.S1.LT1.PON2.ONT51,     00000G240WF,ALCLB3D1213C,ADIDO1_PBO11-F6,22503722,up,up
R1.S1.LT1.PON3.ONT54,     00000G240WF,ALCLB3BD39EC,ADIDO1_PBO19-F5,22558297,up,down
R1.S1.LT1.PON7.ONT58,     00000G240WF,ALCLB3BD3DCB,ADIDO3_PB0195_F7,22558156,up,up
R1.S1.LT1.PON3.ONT55,     00000G240WF,ALCLB3CF04D9,ADIDO1_PBO20-F8,22508117,up,up
R1.S1.LT1.PON4.ONT54,     00000G240WF,ALCLB3CF0727,ADIDO2_PBO27-F3,22258712,up,up
R1.S1.LT1.PON7.ONT59,     00000G240WF,ALCLB3CEFE4F,ADIDO3_PBO193-F6,22510262,up,up
R1.S1.LT1.PON2.ONT53,     00000G240WF,ALCLB3D11A56,ADIDO1_PBO011-F7,22513776,up,up
R1.S1.LT1.PON9.ONT58,     00000G240WF,ALCLB3BD42E6,ADIDO_PBO211-F8,22253556,up,up
R1.S1.LT1.PON2.ONT50,     00000G240WF,ALCLB3D11ACB,ADIDO1_PBO13-F2,22515261,up,down
R1.S1.LT1.PON9.ONT59,     00000G240WF,ALCLB3BD3C14,ADIDO3_PBO210-F7,22253195,up,up
R1.S1.LT1.PON3.ONT50,     00000G240WF,ALCLB2F6AAB4,ADIDO1-PBO17-F2,22519949,up,up
R1.S1.LT1.PON4.ONT53,     00000G240WF,ALCLB3CF04AE,ADIDO2_PBO30-F5,22508582,up,up
R1.S1.LT1.PON3.ONT51,     00000G240WF,ALCLB2F6B122,ADIDO1_PBO17-F8,22508967,up,down
R1.S1.LT1.PON4.ONT50,     00000G240WF,ALCLB2F6AC80,ADIDO02_PBO26-F4,22508984,up,up
R1.S1.LT1.PON3.ONT52,     00000G240WF,ALCLB2F6B46C,ADIDO1_PBO19-F4,22257426,up,up
R1.S1.LT1.PON5.ONT50,     00000G240WF,ALCLB2F6B475,ADIDO2_PBO38-F3,22508877,up,up
R1.S1.LT1.PON3.ONT53,     00000G240WF,ALCLB3A5C373,ADIDO1_PBO20-F7,22508253,up,down
R1.S1.LT1.PON4.ONT52,     00000G240WF,ALCLB3D11703,DID02_PBO26-F6,22508520,up,up
R1.S1.LT1.PON4.ONT51,     00000G240WF,ALCLB2F6B800,ADIDO02_PBO26-F5,22254531,up,up
R1.S1.LT1.PON9.ONT45,     00000G240WF,ALCLB3A5CEE2,,22502132,up,up
R1.S1.LT1.PON9.ONT46,     00000G240WF,ALCLB3A5C976,,22502007,up,up
R1.S1.LT1.PON7.ONT43,,ALCLB37242AF,,22504487,up,down
R1.S1.LT1.PON8.ONT46,     00000G240WF,ALCLB3A5C448,,22502237,up,up
R1.S1.LT1.PON9.ONT41,     00000G240WF,ALCLB3A5CDB3,,22251231,up,up
R1.S1.LT1.PON7.ONT44,     00000G240WF,ALCLB371757D,,22514473,up,up
R1.S1.LT1.PON8.ONT43,     00000G240WF,ALCLB372C1EC,,22503745,up,up
R1.S1.LT1.PON9.ONT42,     00000G240WF,ALCLB3A5CC2B,,22516728,up,up
R1.S1.LT1.PON7.ONT45,     00000G240WF,ALCLB372BC9C,,22258034,up,up
R1.S1.LT1.PON9.ONT43,     00000G240WF,ALCLB3A5CD7A,,22253992,up,up
R1.S1.LT1.PON7.ONT46,     00000G240WF,ALCLB3717043,,22503102,up,up
R1.S1.LT1.PON8.ONT45,     00000G240WF,ALCLB3A5C2DA,,22506417,up,up
R1.S1.LT1.PON9.ONT44,     00000G240WF,ALCLB3A5CE7C,,22506140,up,up
R1.S1.LT1.PON1.ONT45,     00000G240WF,ALCLB3CF017F,ADIDO1_PBO1-F4,22508094,up,down
R1.S1.LT1.PON8.ONT42,NOCLEICODEG240WA,ALCLF8715D7A,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT1,,ALCLF87152F6,,WILDCARD,up,down
R1.S1.LT1.PON1.ONT46,     00000G240WF,ALCLB3D118A5,ADIDO1_PBO01-F5,22505140,up,up
R1.S1.LT1.PON2.ONT45,     00000G240WF,ALCLB3D115BE,ADIDO1_PBO14-F5,22254002,up,up
R1.S1.LT1.PON7.ONT40,NOCLEICODEG240WA,ALCLF8716055,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT2,NOCLEICODEG240WA,ALCLF8715C8F,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT1,,ALCLF8714DC5,,WILDCARD,up,down
R1.S1.LT1.PON7.ONT41,     00000G240WF,ALCLB2F6B80B,DIDO03_PBO195-F4,22502743,up,up
R1.S1.LT1.PON8.ONT44,,ALCLB3A7CCDE,,22503999,up,down
R1.S1.LT1.PON7.ONT42,,ALCLB372433C,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT41,NOCLEICODEG240WA,ALCLF871601A,,WILDCARD,up,up
R1.S1.LT1.PON9.ONT40,     00000G240WF,ALCLB3A5C4E5,,22251303,up,up
R1.S1.LT1.PON9.ONT56,     00000G240WF,ALCLB3BD3E6F,ADIDO3_PBO214-F8,22251539,up,up
R1.S1.LT1.PON9.ONT57,     00000G240WF,ALCLB3BD429F,ADIDO3_PBO210-F6,22257020 ,up,up
R1.S1.LT1.PON7.ONT54,     00000G240WF,ALCLB345997C,,22253568,up,up
R1.S1.LT1.PON8.ONT57,     00000G240WF,ALCLB3D115BB,ADIDO3-PBO204-F8,22505221,up,down
R1.S1.LT1.PON9.ONT52,     00000G240WF,ALCLB2F6BCF9,ADIDO1_PBO210-F4,22253609,up,up
R1.S1.LT1.PON7.ONT55,     00000G240WF,ALCLB2F6B3AA,ADIDO3_PBO195-F5,22558158,up,up
R1.S1.LT1.PON8.ONT54,     00000G240WF,ALCLB3CEFD37,ADIDO3_PBO202-F4,22510662,up,down
R1.S1.LT1.PON9.ONT53,     00000G240WF,ALCLB3A84EBD,,22501533,up,up
R1.S1.LT1.PON7.ONT56,     00000G240WF,ALCLB3BD4143,ADIDO03_PBO194-F3,22256362,up,up
R1.S1.LT1.PON9.ONT54,     00000G240WF,ALCLB34596AB,,22253020,up,up
R1.S1.LT1.PON7.ONT57,     00000G240WF,ALCLB3BD3E3D,ADIDO3_PB0195_F6,22558157,up,up
R1.S1.LT1.PON8.ONT56,     00000G240WF,ALCLB3D11A7A,ADIDO3_PBO202-F5,22509051,up,up
R1.S1.LT1.PON9.ONT55,     00000G240WF,ALCLB3A84EF6,22504554,22504554,up,up
R1.S1.LT1.PON7.ONT50,,ALCLB372C5A9,,91352192,up,down
R1.S1.LT1.PON8.ONT53,     00000G240WF,ALCLB2F6A65C,ADIDO3_PB0202_F3,22256210,up,up
R1.S1.LT1.PON2.ONT56,     00000G240WF,ALCLB3CF0044,ADIDO1-PBO16-F2,22500179,up,up
R1.S1.LT1.PON7.ONT51,     00000G240WF,ALCLB372C710,,22251792,up,up
R1.S1.LT1.PON8.ONT50,     00000G240WF,ALCLB3459958,,22251787,up,up
R1.S1.LT1.PON7.ONT52,     00000G240WF,ALCLB3A7CC95,,22251389,up,up
R1.S1.LT1.PON8.ONT55,     00000G240WF,ALCLB3D121B7,ADIDO3_PBO205-F8,22502946,up,up
R1.S1.LT1.PON9.ONT50,     00000G240WF,ALCLB3A5C307,,22253083 ,up,up
R1.S1.LT1.PON7.ONT53,     00000G240WF,ALCLB3A5CC1F,,22251373,up,up
R1.S1.LT1.PON8.ONT52,     00000G240WF,ALCLB2F6B5A5,ADIDO3_PBO202-F2,22253457,up,down
R1.S1.LT1.PON9.ONT51,     00000G240WF,ALCLB345983D,,22502429,up,up
R1.S1.LT1.PON9.ONT60,     00000G240WF,ALCLB3BD3DED,ADIDO1_PBO211-F7,22250899,up,up
R1.S1.LT1.PON7.ONT60,     00000G240WF,ALCLB3CF068D,ADIDO3_PBO195-F8,22254525,up,up
R1.S1.LT1.PON9.ONT63,     00000G240WF,ALCLB3D116AC,ADIDO3_PBO212-F7,22508446,up,up
R1.S1.LT1.PON9.ONT64,     00000G240WF,ALCLB3D118B3,ADIDO3_PBO212-F8,22254454,up,up
R1.S1.LT1.PON9.ONT61,     00000G240WF,ALCLB3BD3F8F,PBO210-F8,22558155,up,up
R1.S1.LT1.PON9.ONT62,     00000G240WF,ALCLB2F6BF2A,ADIDO3_PBO202-F6,22558126,up,down
R1.S1.LT1.PON9.ONT12,     00000G240WF,ALCLB3A7CCF2,,22517934,up,up
R1.S1.LT1.PON9.ONT13,,ALCLB3A7CD4F,,22513897,up,down
R1.S1.LT1.PON7.ONT10,,ALCLF8716A8B,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT13,NOCLEICODEG240WA,ALCLF8717361,,WILDCARD,up,up
R1.S1.LT1.PON7.ONT11,,ALCLF8717371,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT10,,ALCLF871601E,,WILDCARD,up,down
R1.S1.LT1.PON7.ONT12,NOCLEICODEG240WA,ALCLF8716C63,,WILDCARD,up,up
R1.S1.LT1.PON9.ONT10,,ALCLB3A7CDCB,,22508153,up,down
R1.S1.LT1.PON7.ONT13,NOCLEICODEG240WA,ALCLF87167D9,,22256527,up,up
R1.S1.LT1.PON8.ONT12,,ALCLF8714EF8,,WILDCARD,up,down
R1.S1.LT1.PON9.ONT11,,ALCLB3A7CDAE,,22259178,up,down
R1.S1.LT1.PON1.ONT12,     00000G240WF,ALCLB2F6B0A1,ADIDO1_PBO02-F7,22256338,up,up
R1.S1.LT1.PON1.ONT13,NOCLEICODEG240WA,ALCLF8715358,,WILDCARD,up,up
R1.S1.LT1.PON2.ONT12,,ALCLF871542A,,WILDCARD,up,down
R1.S1.LT1.PON8.ONT11,NOCLEICODEG240WA,ALCLF871586B,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT25,     00000G240WF,ALCLB3717253,,WILDCARD,up,up
R1.S1.LT1.PON15.ONT28,NOCLEICODEG240WA,ALCLF8715F27,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT26,     00000G240WF,ALCLB37171D3,,22508743,up,up
R1.S1.LT1.PON15.ONT25,,ALCLF87162C6,,WILDCARD,up,down
R1.S1.LT1.PON11.ONT26,NOCLEICODEG240WA,ALCLF8715C94,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT27,,ALCLB371719D,,22257602,up,down
R1.S1.LT1.PON16.ONT25,NOCLEICODEG240WA,ALCLF87153A2,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT28,     00000G240WF,ALCLB30FC843,,22257957,up,up
R1.S1.LT1.PON15.ONT27,NOCLEICODEG240WA,ALCLF8716199,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT26,,ALCLF8715540,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT26,NOCLEICODEG240WA,ALCLF8715FDE,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT36,     00000G240WF,ALCLB372A4B3,,22508389,up,up
R1.S1.LT1.PON15.ONT39,NOCLEICODEG240WA,ALCLF871608F,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT37,     00000G240WF,ALCLB372C5D2,,22500589,up,up
R1.S1.LT1.PON15.ONT36,NOCLEICODEG240WA,ALCLF87165EC,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT37,NOCLEICODEG240WA,ALCLF8716AA0,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT38,     00000G240WF,ALCLB3A7CB90,,22256023,up,up
R1.S1.LT1.PON16.ONT36,     00000G240WF,ALCLB3717467,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT39,     00000G240WF,ALCLB3A5CB75,,22512777,up,up
R1.S1.LT1.PON15.ONT38,NOCLEICODEG240WA,ALCLF8716E46,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT37,     00000G240WF,ALCLB3717301,,22254796,up,down
R1.S1.LT1.PON15.ONT37,,ALCLF87172E6,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT23,NOCLEICODEG240WA,ALCLF86BA321,,22502019,up,up
R1.S1.LT1.PON12.ONT24,     00000G240WF,ALCLB3716FBE,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT23,NOCLEICODEG240WA,ALCLF8715E9F,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT21,NOCLEICODEG240WA,ALCLF8715536,,22518732,up,down
R1.S1.LT1.PON11.ONT24,NOCLEICODEG240WA,ALCLF8716618,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT22,NOCLEICODEG240WA,ALCLF8715EDD,,WILDCARD,up,down
R1.S1.LT1.PON16.ONT23,NOCLEICODEG240WA,ALCLF8715CD8,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT22,NOCLEICODEG240WA,ALCLF8715509,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT21,NOCLEICODEG240WA,ALCLF8716615,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT20,NOCLEICODEG240WA,ALCLF8715A2D,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT24,NOCLEICODEG240WA,ALCLF87157DE,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT23,,ALCLF8715905,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT21,NOCLEICODEG240WA,ALCLF871542E,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT24,,ALCLB3724309,,22504387,up,down
R1.S1.LT1.PON10.ONT24,NOCLEICODEG240WA,ALCLF87154F8,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT23,NOCLEICODEG240WA,ALCLF87165FF,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT22,NOCLEICODEG240WA,ALCLF87159CE,,22513061,up,down
R1.S1.LT1.PON13.ONT21,NOCLEICODEG240WA,ALCLF871592B,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT20,NOCLEICODEG240WA,ALCLF8716281,,WILDCARD,up,up
R1.S1.LT1.PON14.ONT21,NOCLEICODEG240WA,ALCLF87172ED,,WILDCARD,up,down
R1.S1.LT1.PON15.ONT24,,ALCLF87152D5,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT22,,ALCLB3717247,,22257682,up,down
R1.S1.LT1.PON15.ONT21,NOCLEICODEG240WA,ALCLF87170EF,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT20,NOCLEICODEG240WA,ALCLF87159C9,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT22,NOCLEICODEG240WA,ALCLF871609B,,WILDCARD,up,up
R1.S1.LT1.PON13.ONT20,NOCLEICODEG240WA,ALCLF871553A,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT23,,ALCLB3717333,,22516653,up,down
R1.S1.LT1.PON16.ONT21,NOCLEICODEG240WA,ALCLF8715D80,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT20,,ALCLF871596E,,WILDCARD,up,down
R1.S1.LT1.PON14.ONT24,     00000G240WF,ALCLB37172A1,,22507916,up,up
R1.S1.LT1.PON15.ONT23,NOCLEICODEG240WA,ALCLF8716DF8,,WILDCARD,up,up
R1.S1.LT1.PON16.ONT22,NOCLEICODEG240WA,ALCLF8714F7B,,WILDCARD,up,down
R1.S1.LT1.PON10.ONT29,     00000G240WF,ALCLB371758A,,22508518,up,up
R1.S1.LT1.PON12.ONT27,,ALCLF871508A,,22255651,up,down
R1.S1.LT1.PON15.ONT20,NOCLEICODEG240WA,ALCLF8717206,,WILDCARD,up,up
R1.S1.LT1.PON11.ONT29,,ALCLF87159EF,,WILDCARD,up,down
R1.S1.LT1.PON12.ONT28,     00000G240WF,ALCLB3717461,,90214949,up,up
R1.S1.LT1.PON13.ONT27,     00000G240WF,ALCLB37170EB,,22507952,up,down
R1.S1.LT1.PON12.ONT29,     00000G240WF,ALCLB371741C,,91283206,up,down
R1.S1.LT1.PON15.ONT22,NOCLEICODEG240WA,ALCLF871703C,,WILDCARD,up,down
R1.S1.LT1.PON13.ONT29,     00000G240WF,ALCLB372BC2E,,22258138,up,up
R1.S1.LT1.PON14.ONT20,NOCLEICODEG240WA,ALCLF871603E,,WILDCARD,up,up
R1.S1.LT1.PON10.ONT25,NOCLEICODEG240WA,ALCLF8716B5A,,WILDCARD,up,up
