ObjectID,extendPortTotalDnDiscByteCounter,extendPortTotalDnFwdByteCounter,extendPortTotalUpDiscByteCounter,extendPortTotalUpFwdByteCounter,ifOperStatus
R1.S1.LT1.PON10.ONT33.C14.P1,0,319778498784,0,37613358879,up
R1.S1.LT1.PON11.ONT32.C14.P1,0,2389492473549,16527,251134528668,up
R1.S1.LT1.PON12.ONT31.C14.P1,0,1014729589213,0,57824398606,down
R1.S1.LT1.PON13.ONT30.C14.P1,0,101410193,0,260116588,up
R1.S1.LT1.PON16.ONT35.C14.P1,0,1487474666721,0,344606117475,up
R1.S1.LT1.PON10.ONT30.C14.P1,0,632498752760,0,26885196803,up
R1.S1.LT1.PON11.ONT33.C14.P1,0,5249334516587,0,380861279337,up
R1.S1.LT1.PON13.ONT31.C14.P1,0,334854837775,0,69138961971,up
R1.S1.LT1.PON14.ONT34.C14.P1,0,59490435888,0,8812589784,up
R1.S1.LT1.PON16.ONT32.C14.P1,0,11553964600799,0,949250471836,up
R1.S1.LT1.PON10.ONT31.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT30.C14.P1,0,2428252675472,0,356162253495,up
R1.S1.LT1.PON14.ONT35.C14.P1,0,186320679493,0,29704015517,down
R1.S1.LT1.PON15.ONT34.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT33.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT31.C14.P1,0,2660280349250,4364,114878639902,up
R1.S1.LT1.PON14.ONT32.C14.P1,0,5004718026205,0,402526265163,up
R1.S1.LT1.PON15.ONT35.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT30.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT33.C14.P1,0,456207872439,0,284559685683,down
R1.S1.LT1.PON15.ONT32.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT31.C14.P1,0,134486254421,0,17048927212,up
R1.S1.LT1.PON14.ONT30.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT33.C14.P1,0,3336110393859,27614,230936397236,up
R1.S1.LT1.PON14.ONT31.C14.P1,0,1363949182266,0,124730994784,down
R1.S1.LT1.PON15.ONT30.C14.P1,0,10629292844126,39134,687410512732,up
R1.S1.LT1.PON12.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT31.C14.P1,0,1915305685228,15843,117865213430,down
R1.S1.LT1.PON12.ONT39.C14.P1,0,5919753210830,0,871112278938,up
R1.S1.LT1.PON13.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT38.C14.P1,0,31239787978,0,1367442980,up
R1.S1.LT1.PON12.ONT36.C14.P1,0,280825216080,0,34352136836,up
R1.S1.LT1.PON13.ONT39.C14.P1,0,1463847021902,0,105493891641,up
R1.S1.LT1.PON10.ONT39.C14.P1,0,3484941737417,0,288839781084,up
R1.S1.LT1.PON11.ONT38.C14.P1,0,602129046454,17272,94832027102,up
R1.S1.LT1.PON12.ONT37.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT36.C14.P1,0,2359269624289,0,253765012148,up
R1.S1.LT1.PON10.ONT36.C14.P1,0,3961247587311,0,286948959929,down
R1.S1.LT1.PON11.ONT39.C14.P1,0,2010160719269,23706,151558922905,up
R1.S1.LT1.PON13.ONT37.C14.P1,0,2528217975993,0,336958821586,up
R1.S1.LT1.PON16.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT37.C14.P1,0,4480916418297,0,504356866630,up
R1.S1.LT1.PON11.ONT36.C14.P1,0,1762479014744,15508,175114430924,up
R1.S1.LT1.PON16.ONT39.C14.P1,0,178880211,0,9661980,down
R1.S1.LT1.PON11.ONT37.C14.P1,0,4469900216945,54837,390169145725,up
R1.S1.LT1.PON14.ONT38.C14.P1,0,1696480215857,0,141841483462,up
R1.S1.LT1.PON16.ONT36.C14.P1,0,2506451882560,0,230546122570,up
R1.S1.LT1.PON14.ONT39.C14.P1,0,3549924918760,0,309989539973,up
R1.S1.LT1.PON15.ONT38.C14.P1,0,3599381741636,0,636959218842,up
R1.S1.LT1.PON16.ONT37.C14.P1,0,20801860,0,67939002,down
R1.S1.LT1.PON14.ONT47.C14.P1,0,4292138070497,0,320902381964,up
R1.S1.LT1.PON14.ONT48.C14.P1,0,1950329633431,0,184713779531,up
R1.S1.LT1.PON15.ONT47.C14.P1,0,2228696692475,0,351182751231,up
R1.S1.LT1.PON15.ONT48.C14.P1,0,800365743385,0,60150966106,up
R1.S1.LT1.PON12.ONT34.C14.P1,0,1571743575632,0,246821493509,down
R1.S1.LT1.PON12.ONT35.C14.P1,0,642457888382,0,75437987671,up
R1.S1.LT1.PON13.ONT34.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT34.C14.P1,0,1948802145423,0,147482638937,up
R1.S1.LT1.PON12.ONT32.C14.P1,0,1580998955306,0,172144424219,up
R1.S1.LT1.PON13.ONT35.C14.P1,0,34579190341,0,3513868383,down
R1.S1.LT1.PON10.ONT35.C14.P1,0,5821478286297,1222,393492543937,up
R1.S1.LT1.PON11.ONT34.C14.P1,0,1350984858872,8245,156297867998,up
R1.S1.LT1.PON12.ONT33.C14.P1,0,1865268547460,0,224126090278,up
R1.S1.LT1.PON13.ONT32.C14.P1,0,3931542549505,0,402831756131,up
R1.S1.LT1.PON10.ONT21.C14.P1,0,5931433123492,37704,399853606179,down
R1.S1.LT1.PON11.ONT24.C14.P1,0,1419125609228,12694,138947934003,up
R1.S1.LT1.PON13.ONT22.C14.P1,0,113559739326,0,22828407624,down
R1.S1.LT1.PON16.ONT23.C14.P1,0,5015773039551,14324,372312067140,up
R1.S1.LT1.PON10.ONT22.C14.P1,0,41741562983647,0,3590613558155,up
R1.S1.LT1.PON11.ONT21.C14.P1,0,447374,4438,2072287,down
R1.S1.LT1.PON12.ONT20.C14.P1,0,642970239896,15232,40592561856,up
R1.S1.LT1.PON16.ONT24.C14.P1,0,873433123912,7326,83941970655,down
R1.S1.LT1.PON11.ONT22.C14.P1,0,324958476503,4504,25533345477,up
R1.S1.LT1.PON13.ONT20.C14.P1,0,53726483,3160,99353552,down
R1.S1.LT1.PON14.ONT23.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT21.C14.P1,0,1924015923184,10193,293220681899,up
R1.S1.LT1.PON10.ONT20.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT24.C14.P1,0,3985837190305,0,360383318574,up
R1.S1.LT1.PON15.ONT23.C14.P1,0,1425783663461,2422,217625151284,up
R1.S1.LT1.PON16.ONT22.C14.P1,0,1344178575695,0,196406564606,down
R1.S1.LT1.PON11.ONT20.C14.P1,0,2583504788599,7946,275413219981,up
R1.S1.LT1.PON14.ONT21.C14.P1,0,417228817771,17001,34571191578,down
R1.S1.LT1.PON15.ONT24.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT22.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT21.C14.P1,0,1826548152001,25612,767506243582,up
R1.S1.LT1.PON16.ONT20.C14.P1,0,1585100597925,67,66805363848,up
R1.S1.LT1.PON12.ONT29.C14.P1,0,5990242486389,0,417059187510,down
R1.S1.LT1.PON15.ONT22.C14.P1,0,2247207969982,36821,207519699728,down
R1.S1.LT1.PON13.ONT29.C14.P1,0,1163110193502,0,64687837414,up
R1.S1.LT1.PON14.ONT20.C14.P1,0,8806196428595,43894,1145588445286,up
R1.S1.LT1.PON10.ONT29.C14.P1,0,4289285687666,0,277160831367,up
R1.S1.LT1.PON12.ONT27.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT20.C14.P1,0,3089718264812,0,259240360218,up
R1.S1.LT1.PON11.ONT29.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT28.C14.P1,0,864910295718,0,59624357853,up
R1.S1.LT1.PON13.ONT27.C14.P1,0,16732,0,47034,down
R1.S1.LT1.PON10.ONT27.C14.P1,0,415031242808,0,65699647947,up
R1.S1.LT1.PON12.ONT25.C14.P1,0,8491292358184,9913,798135894933,up
R1.S1.LT1.PON13.ONT28.C14.P1,0,2296266120845,0,152781292324,up
R1.S1.LT1.PON16.ONT29.C14.P1,0,569404097077,3980,120703196114,up
R1.S1.LT1.PON10.ONT28.C14.P1,0,1058978112036,0,111171266924,up
R1.S1.LT1.PON11.ONT27.C14.P1,0,2255422382899,23216,319196374678,up
R1.S1.LT1.PON12.ONT26.C14.P1,0,1570329897155,0,130809186686,up
R1.S1.LT1.PON13.ONT25.C14.P1,0,3147746644143,36906,267298462186,up
R1.S1.LT1.PON10.ONT25.C14.P1,0,1020576580304,1896,19801876976,up
R1.S1.LT1.PON11.ONT28.C14.P1,0,1163372385544,5228,191502401893,up
R1.S1.LT1.PON13.ONT26.C14.P1,0,276415572752,0,24362280031,up
R1.S1.LT1.PON14.ONT29.C14.P1,0,708668313096,0,47202458056,up
R1.S1.LT1.PON16.ONT27.C14.P1,0,1353422832671,1678,97747140084,up
R1.S1.LT1.PON10.ONT26.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT25.C14.P1,0,4201565663043,5283,155320054378,up
R1.S1.LT1.PON15.ONT29.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT28.C14.P1,0,6645892491988,0,693808005308,up
R1.S1.LT1.PON11.ONT26.C14.P1,0,1475218466161,7455,80511314738,up
R1.S1.LT1.PON14.ONT27.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT25.C14.P1,0,201476951833,0,37657660590,down
R1.S1.LT1.PON14.ONT28.C14.P1,0,3022053835822,0,340162751655,up
R1.S1.LT1.PON15.ONT27.C14.P1,0,794377027508,16456,205411175470,up
R1.S1.LT1.PON16.ONT26.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT36.C14.P1,0,1159281702477,0,109254793454,up
R1.S1.LT1.PON15.ONT39.C14.P1,0,165812449,914,434628984,up
R1.S1.LT1.PON14.ONT37.C14.P1,0,151605237778,0,18317356833,up
R1.S1.LT1.PON15.ONT36.C14.P1,0,1799325849325,19252,175406248622,up
R1.S1.LT1.PON15.ONT37.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT23.C14.P1,0,10039087049329,24264,648640715055,up
R1.S1.LT1.PON12.ONT24.C14.P1,0,1766484555560,0,201508565368,up
R1.S1.LT1.PON13.ONT23.C14.P1,0,1157668,0,1963692,down
R1.S1.LT1.PON10.ONT23.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT21.C14.P1,0,238113710151,4702,78169039669,up
R1.S1.LT1.PON13.ONT24.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT24.C14.P1,0,16088940383028,0,2061386960120,up
R1.S1.LT1.PON11.ONT23.C14.P1,0,465558,0,1182593,down
R1.S1.LT1.PON12.ONT22.C14.P1,0,101487062583,3724,7552801192,down
R1.S1.LT1.PON13.ONT21.C14.P1,0,2088698530511,8357,147138812250,up
R1.S1.LT1.PON14.ONT25.C14.P1,0,4561050837188,0,323086506954,up
R1.S1.LT1.PON15.ONT28.C14.P1,0,1477612854967,63580,123079973088,up
R1.S1.LT1.PON14.ONT26.C14.P1,0,314164022327,0,60486278525,up
R1.S1.LT1.PON15.ONT25.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT26.C14.P1,0,1960536237146,27053,204104011646,down
R1.S1.LT1.PON10.ONT65.C14.P1,0,7830517345,0,698960415,up
R1.S1.LT1.PON11.ONT65.C14.P1,0,807782205533,0,289862249778,up
R1.S1.LT1.PON10.ONT63.C14.P1,0,819908404707,0,80930350750,up
R1.S1.LT1.PON10.ONT64.C14.P1,0,80195119332,0,9004946198,up
R1.S1.LT1.PON11.ONT63.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT61.C14.P1,0,81200148319,0,10814011406,up
R1.S1.LT1.PON10.ONT61.C14.P1,0,1358167659249,0,219392322178,down
R1.S1.LT1.PON11.ONT64.C14.P1,0,701059160255,0,51533046254,up
R1.S1.LT1.PON10.ONT62.C14.P1,0,2908252557011,0,214132240802,up
R1.S1.LT1.PON11.ONT61.C14.P1,0,3176585627279,0,394790453422,up
R1.S1.LT1.PON15.ONT65.C14.P1,0,712231379390,0,84199341237,up
R1.S1.LT1.PON11.ONT62.C14.P1,0,4261199552391,0,303806309391,up
R1.S1.LT1.PON15.ONT66.C14.P1,0,97166514,0,322574155,up
R1.S1.LT1.PON16.ONT61.C14.P1,0,1892853709995,0,193359212600,up
R1.S1.LT1.PON15.ONT63.C14.P1,0,5363366830830,0,306216463407,up
R1.S1.LT1.PON15.ONT64.C14.P1,0,4904582033878,316,314692889060,up
R1.S1.LT1.PON15.ONT61.C14.P1,0,393804365722,0,37186781918,down
R1.S1.LT1.PON15.ONT62.C14.P1,0,4743669933269,0,331983556300,up
R1.S1.LT1.PON13.ONT60.C14.P1,0,577392282938,0,29447175751,up
R1.S1.LT1.PON10.ONT60.C14.P1,0,1467393849979,0,86124799998,up
R1.S1.LT1.PON11.ONT60.C14.P1,0,1003579858502,0,97881231837,up
R1.S1.LT1.PON16.ONT60.C14.P1,0,603224521025,0,37245038605,up
R1.S1.LT1.PON15.ONT60.C14.P1,0,359372225454,0,71240829195,up
R1.S1.LT1.PON10.ONT54.C14.P1,0,192739013707,0,22333776680,up
R1.S1.LT1.PON11.ONT57.C14.P1,0,2188487319184,948,112579540337,up
R1.S1.LT1.PON13.ONT55.C14.P1,0,5122572864623,0,418878961257,up
R1.S1.LT1.PON16.ONT56.C14.P1,0,3699698454012,316,290941627442,down
R1.S1.LT1.PON10.ONT55.C14.P1,0,4212696961169,0,254779288858,up
R1.S1.LT1.PON11.ONT54.C14.P1,0,756722382949,4138,162787983747,up
R1.S1.LT1.PON13.ONT52.C14.P1,0,1955620061754,0,159181476583,up
R1.S1.LT1.PON16.ONT57.C14.P1,0,101194,0,1694434,down
R1.S1.LT1.PON10.ONT52.C14.P1,0,1700770816552,0,264020477477,up
R1.S1.LT1.PON11.ONT55.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT53.C14.P1,0,164653305575,0,18830419241,down
R1.S1.LT1.PON14.ONT56.C14.P1,0,180622495560,316,26333055247,up
R1.S1.LT1.PON16.ONT54.C14.P1,0,6014048939566,0,591384425000,up
R1.S1.LT1.PON10.ONT53.C14.P1,0,9223508299882,0,605480059417,up
R1.S1.LT1.PON11.ONT52.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT50.C14.P1,0,19163518540225,0,1398721770485,up
R1.S1.LT1.PON14.ONT57.C14.P1,0,120346178976,0,6986248874,down
R1.S1.LT1.PON15.ONT56.C14.P1,0,1796334758556,0,103451299594,up
R1.S1.LT1.PON16.ONT55.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT50.C14.P1,0,9274497945450,0,1374745293315,up
R1.S1.LT1.PON11.ONT53.C14.P1,0,681588787713,0,157159656953,up
R1.S1.LT1.PON13.ONT51.C14.P1,0,11600659759035,0,983688623819,up
R1.S1.LT1.PON14.ONT54.C14.P1,0,1122900121493,0,140120512030,up
R1.S1.LT1.PON15.ONT57.C14.P1,0,3010189371190,2212,173462060151,up
R1.S1.LT1.PON16.ONT52.C14.P1,0,3053460821093,0,140873689586,up
R1.S1.LT1.PON10.ONT51.C14.P1,0,13129304723765,0,1111051444453,up
R1.S1.LT1.PON11.ONT50.C14.P1,0,11584167010,0,4799438434,up
R1.S1.LT1.PON14.ONT55.C14.P1,0,163659158212,0,8528660294,up
R1.S1.LT1.PON15.ONT54.C14.P1,0,3352159903609,0,144165504139,up
R1.S1.LT1.PON16.ONT53.C14.P1,0,948226945315,0,82954179008,up
R1.S1.LT1.PON11.ONT51.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT52.C14.P1,0,7490630233263,0,793514121693,up
R1.S1.LT1.PON15.ONT55.C14.P1,0,1939872660621,1896,856744868373,down
R1.S1.LT1.PON16.ONT50.C14.P1,0,1149985768727,0,98159846065,up
R1.S1.LT1.PON14.ONT53.C14.P1,0,5398895001191,0,354480238618,up
R1.S1.LT1.PON15.ONT52.C14.P1,0,7679106400653,0,597281033837,up
R1.S1.LT1.PON16.ONT51.C14.P1,0,2339869799190,0,625480249418,up
R1.S1.LT1.PON14.ONT50.C14.P1,0,4451020807130,0,375991134640,up
R1.S1.LT1.PON15.ONT53.C14.P1,0,765325876158,0,59926565687,down
R1.S1.LT1.PON14.ONT51.C14.P1,0,814531538768,0,127860227103,up
R1.S1.LT1.PON15.ONT50.C14.P1,0,3141214199164,0,237394124061,down
R1.S1.LT1.PON15.ONT51.C14.P1,0,1806798499015,0,864466063359,down
R1.S1.LT1.PON13.ONT58.C14.P1,0,2682218116366,0,256318465397,up
R1.S1.LT1.PON10.ONT58.C14.P1,0,227353704638,0,52995058801,down
R1.S1.LT1.PON13.ONT59.C14.P1,0,5546308420788,0,335731476086,up
R1.S1.LT1.PON10.ONT59.C14.P1,0,3081155635443,0,385154509519,up
R1.S1.LT1.PON11.ONT58.C14.P1,0,681578821301,0,149893243222,up
R1.S1.LT1.PON11.ONT59.C14.P1,0,2291923897305,0,175609111187,up
R1.S1.LT1.PON16.ONT58.C14.P1,0,2666074047816,0,242471798371,down
R1.S1.LT1.PON10.ONT56.C14.P1,0,148301544617,0,15413645943,down
R1.S1.LT1.PON13.ONT57.C14.P1,0,343299725032,0,69530908054,down
R1.S1.LT1.PON10.ONT57.C14.P1,0,1601931825025,0,122673983061,down
R1.S1.LT1.PON11.ONT56.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT54.C14.P1,0,1757592770324,0,66228971183,up
