ObjectID,extendPortTotalDnDiscByteCounter,extendPortTotalDnFwdByteCounter,extendPortTotalUpDiscByteCounter,extendPortTotalUpFwdByteCounter,ifOperStatus
R1.S1.LT1.PON9.ONT43.C14.P1,0,4840726603687,632,606415529424,up
R1.S1.LT1.PON7.ONT46.C14.P1,0,101331104,316,280815650,up
R1.S1.LT1.PON8.ONT45.C14.P1,0,4182294717716,0,618096786792,up
R1.S1.LT1.PON9.ONT44.C14.P1,0,811586249435,0,97667332111,up
R1.S1.LT1.PON7.ONT43.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT46.C14.P1,0,3124072965844,0,316628944096,up
R1.S1.LT1.PON9.ONT41.C14.P1,0,5149127447189,632,575905435454,up
R1.S1.LT1.PON7.ONT44.C14.P1,0,1071674328242,0,142429349949,up
R1.S1.LT1.PON8.ONT43.C14.P1,0,249401796332,0,29740943431,up
R1.S1.LT1.PON9.ONT42.C14.P1,0,2313921523430,0,66985221465,up
R1.S1.LT1.PON7.ONT41.C14.P1,0,308599905791,0,34121234031,up
R1.S1.LT1.PON8.ONT44.C14.P1,0,0,0,0,down
R1.S1.LT1.PON7.ONT42.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT41.C14.P1,0,4808052185246,0,681009520079,up
R1.S1.LT1.PON9.ONT40.C14.P1,0,3267993753566,0,305805535427,up
R1.S1.LT1.PON1.ONT45.C14.P1,0,25100982862,0,12728748788,down
R1.S1.LT1.PON8.ONT42.C14.P1,0,558086416025,17111,110935256413,down
R1.S1.LT1.PON12.ONT1.C14.P1,0,0,0,0,down
R1.S1.LT1.PON1.ONT46.C14.P1,0,100982426339,0,16602812522,up
R1.S1.LT1.PON2.ONT45.C14.P1,0,1304779135482,0,112501774277,up
R1.S1.LT1.PON7.ONT40.C14.P1,0,91897524413,0,9967627652,down
R1.S1.LT1.PON12.ONT2.C14.P1,0,1568350167515,3506,116150473200,up
R1.S1.LT1.PON13.ONT1.C14.P1,0,0,0,0,down
R1.S1.LT1.PON1.ONT43.C14.P1,0,992788515898,0,675967341306,up
R1.S1.LT1.PON2.ONT46.C14.P1,0,79933771,0,165976445,up
R1.S1.LT1.PON8.ONT40.C14.P1,0,1240448905234,0,164494948889,up
R1.S1.LT1.PON10.ONT1.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT2.C14.P1,0,1263830964711,41071,155132775856,down
R1.S1.LT1.PON1.ONT44.C14.P1,0,248896429772,0,21800060256,up
R1.S1.LT1.PON2.ONT43.C14.P1,0,2239679,0,5362001,down
R1.S1.LT1.PON10.ONT2.C14.P1,0,1635227551783,17239,227212617077,up
R1.S1.LT1.PON11.ONT1.C14.P1,0,6268942925813,30182,570906123424,up
R1.S1.LT1.PON2.ONT55.C14.P1,0,218115515151,0,22013161487,up
R1.S1.LT1.PON2.ONT52.C14.P1,0,58314376248,0,6159608683,down
R1.S1.LT1.PON2.ONT53.C14.P1,0,63988242460,0,2773299434,up
R1.S1.LT1.PON9.ONT58.C14.P1,0,4960283194135,0,1501733412643,up
R1.S1.LT1.PON16.ONT41.C1.P1,0,875257209489,3824510,93946971274,up
R1.S1.LT1.PON2.ONT50.C14.P1,0,349638325598,0,107669313005,down
R1.S1.LT1.PON9.ONT59.C14.P1,0,1172249576386,0,111070197542,up
R1.S1.LT1.PON2.ONT51.C14.P1,0,11427069778,0,467850523,up
R1.S1.LT1.PON3.ONT54.C14.P1,0,14302533714,0,1210117534,down
R1.S1.LT1.PON7.ONT58.C14.P1,0,464534358,0,1731345568,up
R1.S1.LT1.PON3.ONT55.C14.P1,0,834216774,0,1894963532,up
R1.S1.LT1.PON4.ONT54.C14.P1,0,2221570976041,0,177485699272,up
R1.S1.LT1.PON7.ONT59.C14.P1,0,180912567491,0,16556430799,up
R1.S1.LT1.PON3.ONT52.C14.P1,0,1772404478825,0,174386991907,up
R1.S1.LT1.PON5.ONT50.C14.P1,0,697344314288,1580,33054425755,up
R1.S1.LT1.PON3.ONT53.C14.P1,0,6106719530470,0,533164467324,down
R1.S1.LT1.PON4.ONT52.C14.P1,0,1011908317766,0,31167601228,up
R1.S1.LT1.PON3.ONT50.C14.P1,0,967510929179,0,132804997357,up
R1.S1.LT1.PON4.ONT53.C14.P1,0,762291357018,0,73067387798,up
R1.S1.LT1.PON3.ONT51.C14.P1,0,1130878246261,0,76042050645,down
R1.S1.LT1.PON4.ONT50.C14.P1,0,1192480348606,0,80365420302,up
R1.S1.LT1.PON4.ONT51.C14.P1,0,2471207617931,0,144922035644,up
R1.S1.LT1.PON3.ONT47.C14.P1,0,1314077563320,0,655031584974,up
R1.S1.LT1.PON14.ONT3.C14.P1,0,1095761002999,3746,216628126054,up
R1.S1.LT1.PON15.ONT6.C14.P1,0,917087453320,16264,127482285919,down
R1.S1.LT1.PON3.ONT48.C14.P1,0,1065268492633,0,201924986741,up
R1.S1.LT1.PON4.ONT47.C14.P1,0,757778617,0,2559246090,down
R1.S1.LT1.PON14.ONT4.C14.P1,0,3170285560121,8322,531306600957,up
R1.S1.LT1.PON15.ONT3.C14.P1,0,7951406309488,27580,927842600943,up
R1.S1.LT1.PON4.ONT48.C14.P1,0,87946049847,0,9755560760,up
R1.S1.LT1.PON15.ONT4.C14.P1,0,115745535320,11032,6142296399,down
R1.S1.LT1.PON9.ONT34.C14.P1,0,3790566390,0,149745180,down
R1.S1.LT1.PON9.ONT35.C14.P1,0,4954880253907,1580,476899274267,up
R1.S1.LT1.PON7.ONT34.C14.P1,0,977901463722,64,341998940445,up
R1.S1.LT1.PON9.ONT32.C14.P1,0,2307001643113,0,285714022291,up
R1.S1.LT1.PON7.ONT35.C14.P1,0,833861956231,0,36324101779,up
R1.S1.LT1.PON8.ONT34.C14.P1,0,617481014308,9691,92964094627,down
R1.S1.LT1.PON9.ONT33.C14.P1,0,926127260153,0,107851905802,up
R1.S1.LT1.PON7.ONT32.C14.P1,0,3588895248998,0,468271279104,up
R1.S1.LT1.PON8.ONT35.C14.P1,0,1014269419267,0,117264224685,down
R1.S1.LT1.PON9.ONT30.C14.P1,0,9334244,0,15571416,down
R1.S1.LT1.PON8.ONT32.C14.P1,0,4262597239058,0,555357875278,up
R1.S1.LT1.PON9.ONT31.C14.P1,0,401857561141,0,41911318624,up
R1.S1.LT1.PON7.ONT30.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT33.C14.P1,0,3720431995303,18302,829918625735,up
R1.S1.LT1.PON7.ONT31.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT30.C14.P1,0,315592084365,948,18326866553,up
R1.S1.LT1.PON1.ONT34.C14.P1,0,4902831010245,0,179246993915,up
R1.S1.LT1.PON8.ONT31.C14.P1,0,1962716120985,0,58110747262,up
R1.S1.LT1.PON1.ONT35.C14.P1,0,257112124429,0,28968901622,down
R1.S1.LT1.PON2.ONT34.C14.P1,0,3619327867863,316,229384260412,up
R1.S1.LT1.PON1.ONT32.C14.P1,0,32713178497707,0,2687534652380,up
R1.S1.LT1.PON2.ONT35.C14.P1,0,1694361263301,0,112021113618,up
R1.S1.LT1.PON1.ONT33.C14.P1,0,1109287423019,0,118040102717,up
R1.S1.LT1.PON1.ONT41.C14.P1,0,510680583430,0,68800386152,up
R1.S1.LT1.PON2.ONT44.C14.P1,0,67034462431,316,6754600118,up
R1.S1.LT1.PON5.ONT45.C14.P1,0,13558133,0,45215151,down
R1.S1.LT1.PON9.ONT49.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT2.C14.P1,0,2997360608539,33206,265599874944,up
R1.S1.LT1.PON16.ONT1.C14.P1,0,621736536075,34753,67022711418,down
R1.S1.LT1.PON1.ONT42.C14.P1,0,720627825585,0,111663407478,up
R1.S1.LT1.PON2.ONT41.C14.P1,0,1044877949737,0,350240825778,up
R1.S1.LT1.PON5.ONT46.C14.P1,0,405708090874,0,99206077240,up
R1.S1.LT1.PON16.ONT2.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT42.C14.P1,0,676457607418,0,46187765066,up
R1.S1.LT1.PON5.ONT43.C14.P1,0,845394431937,632,1055161381566,down
R1.S1.LT1.PON7.ONT49.C14.P1,0,0,0,0,down
R1.S1.LT1.PON9.ONT47.C14.P1,0,1249178162240,0,94598556541,down
R1.S1.LT1.PON14.ONT1.C14.P1,0,0,0,0,down
R1.S1.LT1.PON1.ONT40.C14.P1,0,1294757473160,0,91019888525,up
R1.S1.LT1.PON4.ONT45.C14.P1,0,5780100770657,1896,344650590952,up
R1.S1.LT1.PON5.ONT44.C14.P1,0,2754856718250,948,129312597039,up
R1.S1.LT1.PON8.ONT49.C14.P1,0,921743933948,0,240843152470,down
R1.S1.LT1.PON9.ONT48.C14.P1,0,847377218059,0,69946971690,up
R1.S1.LT1.PON14.ONT2.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT1.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT40.C14.P1,0,112173366,632,370194672,up
R1.S1.LT1.PON3.ONT43.C14.P1,0,0,0,0,down
R1.S1.LT1.PON4.ONT46.C14.P1,0,712634714865,0,86179277245,down
R1.S1.LT1.PON5.ONT41.C14.P1,0,2341126652254,0,216992213536,up
R1.S1.LT1.PON12.ONT9.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT2.C14.P1,0,0,0,0,down
R1.S1.LT1.PON3.ONT44.C14.P1,0,49086750723,0,3942751603,down
R1.S1.LT1.PON4.ONT43.C14.P1,0,1967195100032,0,383517935972,up
R1.S1.LT1.PON5.ONT42.C14.P1,0,4272878710454,2212,291366706005,up
R1.S1.LT1.PON6.ONT41.C14.P1,0,71486607,0,7440911,down
R1.S1.LT1.PON7.ONT48.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT47.C14.P1,0,545483922,0,127516002,down
R1.S1.LT1.PON13.ONT9.C14.P1,0,776985272765,3976,96398641816,down
R1.S1.LT1.PON3.ONT41.C14.P1,0,2327696541088,0,251135169225,up
R1.S1.LT1.PON4.ONT44.C14.P1,0,6435510163010,0,1505624169192,up
R1.S1.LT1.PON8.ONT48.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT9.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT7.C14.P1,0,0,0,0,down
R1.S1.LT1.PON3.ONT42.C14.P1,0,228037748729,0,52237881275,down
R1.S1.LT1.PON4.ONT41.C14.P1,0,0,0,0,down
R1.S1.LT1.PON5.ONT40.C14.P1,0,1335182221420,0,147130001886,up
R1.S1.LT1.PON11.ONT9.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT8.C14.P1,0,12747145009416,58389,877468390207,down
R1.S1.LT1.PON13.ONT7.C14.P1,0,506942127121,0,69704850744,up
R1.S1.LT1.PON4.ONT42.C14.P1,0,1897591226102,0,195241757159,up
R1.S1.LT1.PON6.ONT40.C14.P1,0,151971622154,0,25852344036,up
R1.S1.LT1.PON10.ONT7.C14.P1,0,5405680524988,4648,430567344250,up
R1.S1.LT1.PON12.ONT5.C14.P1,0,412255127413,4386,36881512120,down
R1.S1.LT1.PON13.ONT8.C14.P1,0,961582958011,3660,208101264352,up
R1.S1.LT1.PON16.ONT9.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT49.C14.P1,0,244239999275,0,68772672663,up
R1.S1.LT1.PON3.ONT40.C14.P1,0,32617987046,0,8340340425,down
R1.S1.LT1.PON10.ONT8.C14.P1,0,6204435658012,19492,749722710048,down
R1.S1.LT1.PON11.ONT7.C14.P1,0,1068576877232,4514,112698235007,up
R1.S1.LT1.PON12.ONT6.C14.P1,0,497775776245,4258,82204162144,up
R1.S1.LT1.PON13.ONT5.C14.P1,0,0,0,0,down
R1.S1.LT1.PON1.ONT47.C14.P1,0,96444155172,0,13199710671,up
R1.S1.LT1.PON4.ONT40.C14.P1,0,828851696305,0,179762968867,up
R1.S1.LT1.PON10.ONT5.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT8.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT3.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT6.C14.P1,0,6289457458699,52963,412517309993,down
R1.S1.LT1.PON14.ONT9.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT7.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT47.C14.P1,0,252351133929,0,22853022213,up
R1.S1.LT1.PON10.ONT6.C14.P1,0,629889640726,0,36312977951,up
R1.S1.LT1.PON11.ONT5.C14.P1,0,2433274320044,20104,469111431801,up
R1.S1.LT1.PON12.ONT4.C14.P1,0,27569887045628,20741,2939210764660,down
R1.S1.LT1.PON13.ONT3.C14.P1,0,1971889797610,37856,135396758385,down
R1.S1.LT1.PON15.ONT9.C14.P1,0,27801749586767,5299,2536127857237,up
R1.S1.LT1.PON16.ONT8.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT48.C14.P1,0,43828443239,0,11481400137,up
R1.S1.LT1.PON5.ONT49.C14.P1,0,783665156931,316,89058846105,up
R1.S1.LT1.PON10.ONT3.C14.P1,0,390474503167,14744,95261512696,up
R1.S1.LT1.PON11.ONT6.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT4.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT7.C14.P1,0,0,0,0,down
R1.S1.LT1.PON16.ONT5.C14.P1,0,101742,0,342386,down
R1.S1.LT1.PON10.ONT4.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT3.C14.P1,0,932500004675,5233,111967829282,up
R1.S1.LT1.PON14.ONT8.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT7.C14.P1,0,8970923040633,0,1765012554092,up
R1.S1.LT1.PON16.ONT6.C14.P1,0,0,0,0,down
R1.S1.LT1.PON3.ONT49.C14.P1,0,597766388956,632,119080530873,up
R1.S1.LT1.PON5.ONT47.C14.P1,0,986299374953,0,252066834302,down
R1.S1.LT1.PON11.ONT4.C14.P1,0,2004619888148,4108,176638805897,up
R1.S1.LT1.PON14.ONT5.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT8.C14.P1,0,3203011380976,18914,287293655302,up
R1.S1.LT1.PON16.ONT3.C14.P1,0,0,0,0,down
R1.S1.LT1.PON4.ONT49.C14.P1,0,1760660083,0,334512204,down
R1.S1.LT1.PON5.ONT48.C14.P1,0,1225596021070,0,304588838996,up
R1.S1.LT1.PON14.ONT6.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT5.C14.P1,0,6331426402820,0,971966459701,up
R1.S1.LT1.PON16.ONT4.C14.P1,0,897703812453,1947,161632131220,down
R1.S1.LT1.PON3.ONT36.C14.P1,0,2909260857996,0,141057115094,up
R1.S1.LT1.PON4.ONT39.C14.P1,0,14796140940,0,431285385,down
R1.S1.LT1.PON6.ONT37.C14.P1,0,406915205712,0,38025473045,up
R1.S1.LT1.PON3.ONT37.C14.P1,0,537662686353,0,59405532982,up
R1.S1.LT1.PON4.ONT36.C14.P1,0,390396462653,0,56462614878,up
R1.S1.LT1.PON4.ONT37.C14.P1,0,452037430933,0,506429826228,down
R1.S1.LT1.PON9.ONT23.C14.P1,0,3225328129455,948,255427863057,up
R1.S1.LT1.PON9.ONT24.C14.P1,0,5461322300025,0,390150674834,up
R1.S1.LT1.PON7.ONT23.C14.P1,0,0,0,0,down
R1.S1.LT1.PON9.ONT21.C14.P1,0,3017,0,1497,down
R1.S1.LT1.PON7.ONT24.C14.P1,0,5708912993264,18024,819058450025,up
R1.S1.LT1.PON8.ONT23.C14.P1,0,0,0,0,down
R1.S1.LT1.PON9.ONT22.C14.P1,0,2173246023726,0,360506973727,up
R1.S1.LT1.PON7.ONT21.C14.P1,0,2087963767468,20301,201525059524,up
R1.S1.LT1.PON8.ONT24.C14.P1,0,0,0,0,down
R1.S1.LT1.PON7.ONT22.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT21.C14.P1,0,255900982450,402,40756088985,up
R1.S1.LT1.PON9.ONT20.C14.P1,0,2656512635030,1896,288598262463,up
R1.S1.LT1.PON8.ONT22.C14.P1,0,2322647095257,23426,242553235794,up
R1.S1.LT1.PON7.ONT20.C14.P1,0,3397302943479,0,254742539873,up
R1.S1.LT1.PON1.ONT23.C14.P1,0,1647401968971,0,171505505039,up
R1.S1.LT1.PON8.ONT20.C14.P1,0,2455440163551,7208,708700300806,up
R1.S1.LT1.PON1.ONT24.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT23.C14.P1,0,1711927941158,0,82190446160,up
R1.S1.LT1.PON1.ONT21.C14.P1,0,619961330898,0,112343597531,down
R1.S1.LT1.PON2.ONT24.C14.P1,0,797259710566,0,41909277930,up
R1.S1.LT1.PON9.ONT29.C14.P1,0,1122098505662,0,165985184638,up
R1.S1.LT1.PON1.ONT22.C14.P1,0,0,0,0,down
R1.S1.LT1.PON2.ONT21.C14.P1,0,750815380157,0,219874605733,up
R1.S1.LT1.PON1.ONT30.C14.P1,0,942731426176,0,34826432101,up
R1.S1.LT1.PON2.ONT33.C14.P1,0,149091312819,0,14209415713,up
R1.S1.LT1.PON5.ONT34.C14.P1,0,3627572909994,0,234278825111,down
R1.S1.LT1.PON9.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON1.ONT31.C14.P1,0,19950370734971,0,1651124171264,up
R1.S1.LT1.PON2.ONT30.C14.P1,0,1868488130075,0,141841430240,up
R1.S1.LT1.PON5.ONT35.C14.P1,0,0,0,0,down
R1.S1.LT1.PON6.ONT34.C14.P1,0,117627640606,0,9731976060,up
R1.S1.LT1.PON9.ONT39.C14.P1,0,6080003733872,0,658380737589,up
R1.S1.LT1.PON2.ONT31.C14.P1,0,742931517086,0,258512107803,up
R1.S1.LT1.PON3.ONT34.C14.P1,0,2704647,0,6377247,down
R1.S1.LT1.PON5.ONT32.C14.P1,0,2104641336208,0,156225574453,up
R1.S1.LT1.PON6.ONT35.C14.P1,0,762288801777,0,70688651225,down
R1.S1.LT1.PON7.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON9.ONT36.C14.P1,0,0,0,0,down
R1.S1.LT1.PON3.ONT35.C14.P1,0,57907943841,0,9669524908,up
R1.S1.LT1.PON4.ONT34.C14.P1,0,145211151955,0,32759564818,up
R1.S1.LT1.PON5.ONT33.C14.P1,0,756822,0,6049384,down
R1.S1.LT1.PON6.ONT32.C14.P1,0,3626464492806,316,338567512683,up
R1.S1.LT1.PON7.ONT39.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT38.C14.P1,0,0,0,0,down
R1.S1.LT1.PON9.ONT37.C14.P1,0,5302224087867,0,445509306934,up
R1.S1.LT1.PON3.ONT32.C14.P1,0,392907601685,0,226486898112,up
R1.S1.LT1.PON4.ONT35.C14.P1,0,4279905885237,0,452398448615,up
R1.S1.LT1.PON5.ONT30.C14.P1,0,9903537999070,0,1271682603361,up
R1.S1.LT1.PON6.ONT33.C14.P1,0,131964607992,0,25286679276,down
R1.S1.LT1.PON7.ONT36.C14.P1,0,0,0,0,down
R1.S1.LT1.PON8.ONT39.C14.P1,0,1651058904129,11765,141494075409,up
R1.S1.LT1.PON3.ONT33.C14.P1,0,1179351765697,0,133212002655,up
R1.S1.LT1.PON4.ONT32.C14.P1,0,1885006755799,0,190441855583,up
R1.S1.LT1.PON5.ONT31.C14.P1,0,27587460041126,632,3458392267972,up
R1.S1.LT1.PON6.ONT30.C14.P1,0,2096710685952,0,177612918676,up
R1.S1.LT1.PON7.ONT37.C14.P1,0,125406980670,0,31981490620,up
R1.S1.LT1.PON8.ONT36.C14.P1,0,43057528396266,0,4640593770997,up
R1.S1.LT1.PON4.ONT33.C14.P1,0,505119531820,948,114938531446,up
R1.S1.LT1.PON6.ONT31.C14.P1,0,2535428234262,0,555268217532,up
R1.S1.LT1.PON8.ONT37.C14.P1,0,698410820671,0,37311423975,down
R1.S1.LT1.PON3.ONT31.C14.P1,0,284619295334,0,66142435832,up
R1.S1.LT1.PON4.ONT30.C14.P1,0,2371739098279,1500,458076742175,up
R1.S1.LT1.PON1.ONT38.C14.P1,0,1310539073678,0,134368461773,up
R1.S1.LT1.PON4.ONT31.C14.P1,0,254864003347,0,74610454924,down
R1.S1.LT1.PON1.ONT39.C14.P1,0,443600920176,0,35753421840,down
R1.S1.LT1.PON2.ONT38.C14.P1,0,700938625838,0,70944145513,up
R1.S1.LT1.PON1.ONT36.C14.P1,0,123873168081,316,12342031055,up
R1.S1.LT1.PON2.ONT39.C14.P1,0,2291516528079,0,960485424933,down
R1.S1.LT1.PON1.ONT37.C14.P1,0,1019408749579,0,41008281462,up
R1.S1.LT1.PON2.ONT36.C14.P1,0,393368787106,0,62945503466,up
R1.S1.LT1.PON2.ONT37.C14.P1,0,580042078082,0,68099531616,down
R1.S1.LT1.PON5.ONT38.C14.P1,0,19471799184285,0,2756357959324,up
R1.S1.LT1.PON5.ONT39.C14.P1,0,54396245808,948,7965607050,down
R1.S1.LT1.PON6.ONT38.C14.P1,0,94931502516,0,5659870860,up
R1.S1.LT1.PON3.ONT38.C14.P1,0,20678962480137,0,1908826651265,up
R1.S1.LT1.PON5.ONT36.C14.P1,0,0,0,0,down
R1.S1.LT1.PON6.ONT39.C14.P1,0,14222731013,0,15608141992,up
R1.S1.LT1.PON3.ONT39.C14.P1,0,0,0,0,down
R1.S1.LT1.PON4.ONT38.C14.P1,0,4732293286654,0,370430266547,up
R1.S1.LT1.PON5.ONT37.C14.P1,0,567098022023,0,50046466013,down
R1.S1.LT1.PON6.ONT36.C14.P1,0,72016691809,0,31503235903,up
R1.S1.LT1.PON9.ONT63.C14.P1,0,1003054222566,0,75822912460,up
R1.S1.LT1.PON9.ONT64.C14.P1,0,58677383159,0,13129732510,up
R1.S1.LT1.PON9.ONT61.C14.P1,0,489218799686,0,45830393330,up
R1.S1.LT1.PON9.ONT62.C14.P1,0,1852346010,0,1142651253,down
R1.S1.LT1.PON13.ONT56.C1.P1,0,1570112,21407,1437314,down
R1.S1.LT1.PON9.ONT60.C14.P1,0,3238379780395,0,207468826195,up
R1.S1.LT1.PON7.ONT60.C14.P1,0,205740876217,0,18496422903,up
R1.S1.LT1.PON14.ONT14.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT17.C14.P1,0,7511889960175,34892,804896902620,down
R1.S1.LT1.PON14.ONT15.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT14.C14.P1,0,895120298254,564,87613144181,up
R1.S1.LT1.PON15.ONT15.C14.P1,0,32268090638071,34485,3424659122580,up
R1.S1.LT1.PON10.ONT43.C14.P1,0,3961005965745,0,427373668250,up
R1.S1.LT1.PON11.ONT46.C14.P1,0,381241057441,5113,79164487908,up
R1.S1.LT1.PON13.ONT44.C14.P1,0,919865127801,0,101664449855,up
R1.S1.LT1.PON16.ONT45.C14.P1,0,812072087870,0,95607203805,down
R1.S1.LT1.PON10.ONT44.C14.P1,0,1319323954853,0,159621019151,down
R1.S1.LT1.PON11.ONT43.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT41.C14.P1,0,534722237064,0,112190570872,up
R1.S1.LT1.PON16.ONT46.C14.P1,0,507802147859,0,56447907399,down
R1.S1.LT1.PON10.ONT41.C14.P1,0,2215252882742,0,269222759717,up
R1.S1.LT1.PON11.ONT44.C14.P1,0,2780130248319,14255,263856881619,up
R1.S1.LT1.PON13.ONT42.C14.P1,0,3375287319281,0,270179755626,up
R1.S1.LT1.PON14.ONT45.C14.P1,0,2841417137310,0,241590403065,up
R1.S1.LT1.PON16.ONT43.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT42.C14.P1,0,32674818694633,316,2548178065923,up
R1.S1.LT1.PON11.ONT41.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT40.C14.P1,0,1902075316991,0,204463907430,up
R1.S1.LT1.PON14.ONT46.C14.P1,0,624626048863,0,55372440051,down
R1.S1.LT1.PON15.ONT45.C14.P1,0,1587955769682,0,129034625835,up
R1.S1.LT1.PON16.ONT44.C14.P1,0,0,0,0,down
R1.S1.LT1.PON11.ONT42.C14.P1,0,2372172507779,19315,413604921101,up
R1.S1.LT1.PON13.ONT40.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT43.C14.P1,0,1794845084995,0,111855515375,up
R1.S1.LT1.PON15.ONT46.C14.P1,0,0,0,0,down
R1.S1.LT1.PON10.ONT40.C14.P1,0,1662362210614,0,101074522691,up
R1.S1.LT1.PON14.ONT44.C14.P1,0,370698478019,0,28854196644,down
R1.S1.LT1.PON15.ONT43.C14.P1,0,545989232709,0,41363408353,up
R1.S1.LT1.PON16.ONT42.C14.P1,0,1162760166251,316,182126026900,up
R1.S1.LT1.PON11.ONT40.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT41.C14.P1,0,606676403190,0,83280147240,up
R1.S1.LT1.PON15.ONT44.C14.P1,0,0,0,0,down
R1.S1.LT1.PON14.ONT42.C14.P1,0,212857663735,0,35086608315,up
R1.S1.LT1.PON15.ONT41.C14.P1,0,210933128646,0,61354548309,down
R1.S1.LT1.PON16.ONT40.C14.P1,0,2203259011793,0,193844238569,up
R1.S1.LT1.PON15.ONT42.C14.P1,0,1466038160408,0,241421162542,up
R1.S1.LT1.PON13.ONT49.C14.P1,0,617333,0,2358879,down
R1.S1.LT1.PON14.ONT40.C14.P1,0,676896203021,0,51298615690,up
R1.S1.LT1.PON10.ONT49.C14.P1,0,0,0,0,down
R1.S1.LT1.PON15.ONT40.C14.P1,0,1106479613710,2844,127218828226,up
R1.S1.LT1.PON11.ONT49.C14.P1,0,0,0,0,down
R1.S1.LT1.PON13.ONT47.C14.P1,0,2570684810675,0,132029999408,up
R1.S1.LT1.PON10.ONT47.C14.P1,0,656020967301,0,138604004560,up
R1.S1.LT1.PON13.ONT48.C14.P1,0,2348281268731,0,169673263408,up
R1.S1.LT1.PON16.ONT49.C14.P1,0,3695188263327,632,334495818537,up
R1.S1.LT1.PON10.ONT48.C14.P1,0,16305619412,0,2579246172,up
R1.S1.LT1.PON11.ONT47.C14.P1,0,1277374844990,3976,54818882325,down
R1.S1.LT1.PON11.ONT48.C14.P1,0,5258462364965,21411,575842027410,up
R1.S1.LT1.PON14.ONT49.C14.P1,0,75656870993,0,9861353006,up
R1.S1.LT1.PON16.ONT47.C14.P1,0,4178458290587,0,352355509908,down
R1.S1.LT1.PON15.ONT49.C14.P1,0,5505775628758,2212,321165292454,up
R1.S1.LT1.PON16.ONT48.C14.P1,0,372750024827,0,33449047436,down
R1.S1.LT1.PON14.ONT58.C14.P1,0,64582192733,0,9220079113,up
R1.S1.LT1.PON15.ONT58.C14.P1,0,1860568771485,0,145850951496,up
R1.S1.LT1.PON15.ONT59.C14.P1,0,3475827146110,0,236541967225,down
R1.S1.LT1.PON13.ONT45.C14.P1,0,426612470150,0,100390060672,up
R1.S1.LT1.PON10.ONT45.C14.P1,0,516311393828,0,33434172062,up
R1.S1.LT1.PON13.ONT46.C14.P1,0,4164346070522,0,482555532019,up
R1.S1.LT1.PON10.ONT46.C14.P1,0,16647433465456,0,1357514176291,up
R1.S1.LT1.PON11.ONT45.C14.P1,0,2880969171039,14572,164378179436,up
R1.S1.LT1.PON13.ONT43.C14.P1,0,12314681517008,0,947981856286,up
R1.S1.LT1.PON10.ONT32.C14.P1,0,1221818248952,0,110619552806,up
R1.S1.LT1.PON11.ONT35.C14.P1,0,0,0,0,down
R1.S1.LT1.PON12.ONT30.C14.P1,0,1304229500554,632,90299616189,up
R1.S1.LT1.PON13.ONT33.C14.P1,0,1375087736043,0,488808972957,up
R1.S1.LT1.PON16.ONT34.C14.P1,0,3143665638671,0,159568458801,up
